"사고다발지fid","사고다발지id","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
104732,"2020058","1144012100","11440009  ",서울특별시 마포구9,서울특별시 마포구 동교동(동교동삼거리연희로진 부근),15,18,0,4,12,2,126.926555360000,37.559185030000,"{""type"":""Polygon"",""coordinates"":[[[126.92768755,37.55919053],[126.92768264,37.55926906],[126.92766915,37.55934695],[126.92764719,37.55942362],[126.92761691,37.55949846],[126.92757856,37.55957092],[126.92753242,37.55964045],[126.92747884,37.55970651],[126.92741823,37.5597686],[126.92735106,37.55982624],[126.92727783,37.55987901],[126.92719911,37.5599265],[126.92711548,37.55996834],[126.92702759,37.56000422],[126.92693611,37.56003387],[126.92684173,37.56005706],[126.92674516,37.56007361],[126.92664716,37.5600834],[126.92654846,37.56008635],[126.9264498,37.56008244],[126.92635196,37.5600717],[126.92625566,37.56005421],[126.92616164,37.56003011],[126.92607062,37.55999957],[126.92598328,37.55996284],[126.9259003,37.55992019],[126.92582231,37.55987194],[126.9257499,37.55981847],[126.92568361,37.55976017],[126.92562396,37.5596975],[126.9255714,37.55963092],[126.92552633,37.55956096],[126.92548909,37.55948813],[126.92545996,37.55941299],[126.92543918,37.55933612],[126.92542688,37.5592581],[126.92542318,37.55917953],[126.92542809,37.55910099],[126.92544158,37.5590231],[126.92546355,37.55894644],[126.92549382,37.55887159],[126.92553218,37.55879913],[126.92557832,37.55872961],[126.9256319,37.55866355],[126.92569251,37.55860146],[126.92575968,37.55854382],[126.92583291,37.55849105],[126.92591163,37.55844357],[126.92599526,37.55840172],[126.92608315,37.55836584],[126.92617463,37.55833619],[126.92626901,37.55831301],[126.92636557,37.55829646],[126.92646357,37.55828667],[126.92656227,37.55828372],[126.92666092,37.55828763],[126.92675877,37.55829837],[126.92685506,37.55831585],[126.92694908,37.55833996],[126.9270401,37.55837049],[126.92712743,37.55840722],[126.92721041,37.55844987],[126.9272884,37.55849812],[126.92736082,37.55855159],[126.9274271,37.55860989],[126.92748675,37.55867256],[126.92753931,37.55873914],[126.92758439,37.5588091],[126.92762163,37.55888193],[126.92765076,37.55895706],[126.92767155,37.55903393],[126.92768384,37.55911195],[126.92768755,37.55919053]]]}"
104254,"2020058","1144011000","11440010  ",서울특별시 마포구10,서울특별시 마포구 노고산동(신촌현대백화점 부근),15,17,0,4,11,2,126.934560850000,37.556104990000,"{""type"":""Polygon"",""coordinates"":[[[126.93569299,37.5561104],[126.93568809,37.55618894],[126.93567461,37.55626683],[126.93565266,37.5563435],[126.93562239,37.55641834],[126.93558405,37.55649081],[126.93553791,37.55656033],[126.93548435,37.5566264],[126.93542375,37.55668849],[126.93535659,37.55674614],[126.93528337,37.55679892],[126.93520465,37.55684641],[126.93512103,37.55688826],[126.93503315,37.55692414],[126.93494167,37.5569538],[126.93484729,37.55697699],[126.93475074,37.55699355],[126.93465274,37.55700334],[126.93455404,37.5570063],[126.93445539,37.5570024],[126.93435755,37.55699167],[126.93426125,37.55697418],[126.93416723,37.55695009],[126.93407621,37.55691956],[126.93398888,37.55688283],[126.9339059,37.55684019],[126.9338279,37.55679194],[126.93375548,37.55673847],[126.9336892,37.55668018],[126.93362954,37.55661751],[126.93357698,37.55655094],[126.9335319,37.55648098],[126.93349465,37.55640815],[126.93346552,37.55633302],[126.93344472,37.55625615],[126.93343242,37.55617813],[126.93342871,37.55609956],[126.93343361,37.55602102],[126.93344709,37.55594313],[126.93346905,37.55586647],[126.93349932,37.55579162],[126.93353766,37.55571916],[126.9335838,37.55564963],[126.93363737,37.55558357],[126.93369796,37.55552148],[126.93376513,37.55546382],[126.93383835,37.55541105],[126.93391707,37.55536356],[126.93400068,37.55532171],[126.93408856,37.55528583],[126.93418004,37.55525617],[126.93427441,37.55523298],[126.93437096,37.55521642],[126.93446896,37.55520663],[126.93456766,37.55520367],[126.93466631,37.55520757],[126.93476415,37.55521831],[126.93486044,37.55523579],[126.93495446,37.55525988],[126.93504548,37.55529041],[126.93513281,37.55532713],[126.93521579,37.55536978],[126.93529379,37.55541802],[126.9353662,37.55547149],[126.93543249,37.55552978],[126.93549215,37.55559245],[126.93554471,37.55565902],[126.93558979,37.55572898],[126.93562704,37.55580181],[126.93565617,37.55587694],[126.93567697,37.55595381],[126.93568928,37.55603183],[126.93569299,37.5561104]]]}"
104704,"2020058","1147010300","11470002  ",서울특별시 양천구2,서울특별시 양천구 신월동(신월사거리 부근),21,22,0,6,12,4,126.828384550000,37.535818250000,"{""type"":""Polygon"",""coordinates"":[[[126.82951636,37.53582468],[126.82951135,37.53590321],[126.82949777,37.53598109],[126.82947571,37.53605773],[126.82944535,37.53613256],[126.82940691,37.53620498],[126.82936069,37.53627447],[126.82930705,37.53634048],[126.82924638,37.53640252],[126.82917915,37.53646011],[126.82910588,37.53651282],[126.82902712,37.53656024],[126.82894346,37.53660201],[126.82885555,37.53663782],[126.82876406,37.53666739],[126.82866968,37.5366905],[126.82857313,37.53670697],[126.82847514,37.53671668],[126.82837647,37.53671955],[126.82827785,37.53671556],[126.82818005,37.53670474],[126.8280838,37.53668717],[126.82798985,37.53666299],[126.82789889,37.53663238],[126.82781164,37.53659558],[126.82772874,37.53655286],[126.82765084,37.53650454],[126.82757852,37.53645101],[126.82751233,37.53639266],[126.82745278,37.53632994],[126.82740033,37.53626332],[126.82735536,37.53619332],[126.82731823,37.53612046],[126.82728921,37.5360453],[126.82726853,37.53596841],[126.82725634,37.53589038],[126.82725274,37.53581181],[126.82725775,37.53573328],[126.82727134,37.5356554],[126.8272934,37.53557875],[126.82732376,37.53550393],[126.8273622,37.53543151],[126.82740842,37.53536202],[126.82746207,37.53529601],[126.82752274,37.53523397],[126.82758996,37.53517638],[126.82766323,37.53512367],[126.827742,37.53507625],[126.82782565,37.53503448],[126.82791356,37.53499867],[126.82800505,37.5349691],[126.82809943,37.53494599],[126.82819598,37.53492953],[126.82829396,37.53491982],[126.82839263,37.53491695],[126.82849125,37.53492094],[126.82858905,37.53493176],[126.82868529,37.53494933],[126.82877924,37.53497351],[126.82887019,37.53500411],[126.82895745,37.53504092],[126.82904035,37.53508364],[126.82911825,37.53513195],[126.82919057,37.53518548],[126.82925676,37.53524383],[126.82931631,37.53530655],[126.82936876,37.53537317],[126.82941373,37.53544317],[126.82945087,37.53551603],[126.82947989,37.53559119],[126.82950057,37.53566807],[126.82951276,37.5357461],[126.82951636,37.53582468]]]}"
104697,"2020058","1147010100","11470003  ",서울특별시 양천구3,서울특별시 양천구 신정동(신정네거리역 부근),19,22,0,5,10,7,126.852133230000,37.521539340000,"{""type"":""Polygon"",""coordinates"":[[[126.85326484,37.52154555],[126.85325985,37.52162407],[126.85324629,37.52170196],[126.85322426,37.52177861],[126.85319393,37.52185344],[126.85315552,37.52192587],[126.85310934,37.52199537],[126.85305572,37.52206139],[126.85299509,37.52212344],[126.85292789,37.52218105],[126.85285465,37.52223377],[126.85277592,37.52228121],[126.85269229,37.522323],[126.85260441,37.52235883],[126.85251295,37.52238842],[126.85241859,37.52241154],[126.85232206,37.52242803],[126.8522241,37.52243776],[126.85212544,37.52244065],[126.85202684,37.52243668],[126.85192906,37.52242588],[126.85183282,37.52240833],[126.85173887,37.52238417],[126.85164793,37.52235358],[126.85156068,37.52231679],[126.85147778,37.52227409],[126.85139988,37.52222579],[126.85132755,37.52217227],[126.85126136,37.52211393],[126.8512018,37.52205122],[126.85114934,37.52198462],[126.85110436,37.52191462],[126.85106721,37.52184177],[126.85103817,37.52176662],[126.85101747,37.52168973],[126.85100526,37.52161171],[126.85100163,37.52153313],[126.85100662,37.5214546],[126.85102018,37.52137671],[126.85104221,37.52130007],[126.85107255,37.52122524],[126.85111095,37.5211528],[126.85115714,37.52108331],[126.85121076,37.52101729],[126.85127139,37.52095524],[126.85133859,37.52089763],[126.85141183,37.52084491],[126.85149056,37.52079747],[126.85157419,37.52075568],[126.85166207,37.52071986],[126.85175353,37.52069027],[126.85184789,37.52066714],[126.85194441,37.52065065],[126.85204237,37.52064093],[126.85214103,37.52063804],[126.85223962,37.52064201],[126.85233741,37.52065281],[126.85243364,37.52067035],[126.85252758,37.52069451],[126.85261853,37.52072511],[126.85270578,37.52076189],[126.85278867,37.5208046],[126.85286658,37.52085289],[126.8529389,37.52090641],[126.85300509,37.52096475],[126.85306465,37.52102746],[126.85311712,37.52109406],[126.8531621,37.52116406],[126.85319925,37.52123691],[126.85322829,37.52131206],[126.85324899,37.52138894],[126.85326121,37.52146697],[126.85326484,37.52154555]]]}"
104283,"2020058","1147010200","11470004  ",서울특별시 양천구4,서울특별시 양천구 목동(목동역 부근),17,21,1,3,15,2,126.864086290000,37.526353550000,"{""type"":""Polygon"",""coordinates"":[[[126.86521797,37.52635964],[126.865213,37.52643817],[126.86519945,37.52651606],[126.86517743,37.52659271],[126.86514711,37.52666754],[126.86510871,37.52673998],[126.86506253,37.52680948],[126.86500893,37.52687551],[126.8649483,37.52693756],[126.86488111,37.52699518],[126.86480787,37.52704791],[126.86472913,37.52709535],[126.86464551,37.52713715],[126.86455763,37.52717299],[126.86446616,37.52720259],[126.86437181,37.52722572],[126.86427527,37.52724222],[126.8641773,37.52725196],[126.86407864,37.52725486],[126.86398004,37.5272509],[126.86388224,37.52724011],[126.863786,37.52722257],[126.86369204,37.52719842],[126.86360109,37.52716784],[126.86351382,37.52713106],[126.86343092,37.52708836],[126.863353,37.52704007],[126.86328066,37.52698656],[126.86321445,37.52692823],[126.86315488,37.52686552],[126.8631024,37.52679892],[126.86305741,37.52672893],[126.86302024,37.52665608],[126.86299119,37.52658094],[126.86297048,37.52650405],[126.86295825,37.52642603],[126.86295462,37.52634745],[126.86295959,37.52626892],[126.86297314,37.52619103],[126.86299516,37.52611438],[126.86302549,37.52603955],[126.86306388,37.52596712],[126.86311006,37.52589762],[126.86316367,37.52583159],[126.8632243,37.52576953],[126.86329149,37.52571192],[126.86336473,37.52565919],[126.86344346,37.52561175],[126.86352709,37.52556995],[126.86361497,37.52553411],[126.86370643,37.52550451],[126.86380079,37.52548138],[126.86389732,37.52546488],[126.86399528,37.52545514],[126.86409394,37.52545224],[126.86419255,37.5254562],[126.86429034,37.52546699],[126.86438658,37.52548453],[126.86448053,37.52550868],[126.86457149,37.52553926],[126.86465875,37.52557604],[126.86474166,37.52561874],[126.86481958,37.52566702],[126.86489191,37.52572054],[126.86495812,37.52577887],[126.86501769,37.52584157],[126.86507017,37.52590817],[126.86511517,37.52597816],[126.86515233,37.52605101],[126.86518139,37.52612616],[126.8652021,37.52620304],[126.86521433,37.52628106],[126.86521797,37.52635964]]]}"
104705,"2020058","1147010200","11470005  ",서울특별시 양천구5,서울특별시 양천구 목동(백석삼거리 부근),16,19,0,10,8,1,126.863841140000,37.551411160000,"{""type"":""Polygon"",""coordinates"":[[[126.86497319,37.55141725],[126.86496822,37.55149578],[126.86495467,37.55157367],[126.86493264,37.55165032],[126.8649023,37.55172515],[126.86486389,37.55179759],[126.8648177,37.55186709],[126.86476407,37.55193312],[126.86470342,37.55199518],[126.86463621,37.55205279],[126.86456295,37.55210552],[126.86448419,37.55215296],[126.86440053,37.55219476],[126.86431262,37.55223059],[126.86422113,37.55226019],[126.86412674,37.55228333],[126.86403017,37.55229983],[126.86393217,37.55230956],[126.86383347,37.55231246],[126.86373484,37.5523085],[126.86363701,37.55229771],[126.86354074,37.55228017],[126.86344675,37.55225602],[126.86335576,37.55222544],[126.86326847,37.55218866],[126.86318553,37.55214596],[126.86310759,37.55209767],[126.86303523,37.55204416],[126.862969,37.55198583],[126.86290941,37.55192313],[126.86285691,37.55185652],[126.8628119,37.55178653],[126.86277473,37.55171369],[126.86274567,37.55163854],[126.86272495,37.55156166],[126.86271272,37.55148363],[126.86270908,37.55140505],[126.86271406,37.55132652],[126.86272761,37.55124864],[126.86274964,37.55117199],[126.86277998,37.55109716],[126.86281839,37.55102472],[126.86286458,37.55095522],[126.86291821,37.55088919],[126.86297886,37.55082714],[126.86304608,37.55076953],[126.86311934,37.5507168],[126.8631981,37.55066935],[126.86328175,37.55062756],[126.86336966,37.55059172],[126.86346115,37.55056212],[126.86355554,37.55053899],[126.8636521,37.55052249],[126.8637501,37.55051275],[126.8638488,37.55050986],[126.86394743,37.55051382],[126.86404526,37.55052461],[126.86414153,37.55054215],[126.86423552,37.5505663],[126.8643265,37.55059688],[126.86441379,37.55063366],[126.86449673,37.55067635],[126.86457467,37.55072464],[126.86464703,37.55077815],[126.86471326,37.55083648],[126.86477285,37.55089919],[126.86482535,37.55096579],[126.86487036,37.55103578],[126.86490754,37.55110862],[126.8649366,37.55118377],[126.86495732,37.55126065],[126.86496955,37.55133868],[126.86497319,37.55141725]]]}"
104437,"2020058","1147010100","11470006  ",서울특별시 양천구6,서울특별시 양천구 신정동(목동10단지 부근),15,18,0,4,14,0,126.853376230000,37.518940400000,"{""type"":""Polygon"",""coordinates"":[[[126.85450779,37.51894658],[126.85450281,37.51902511],[126.85448925,37.519103],[126.85446722,37.51917965],[126.85443689,37.51925448],[126.85439849,37.51932691],[126.8543523,37.51939641],[126.85429869,37.51946243],[126.85423806,37.51952449],[126.85417087,37.51958209],[126.85409763,37.51963481],[126.8540189,37.51968225],[126.85393528,37.51972404],[126.8538474,37.51975987],[126.85375594,37.51978946],[126.85366159,37.51981259],[126.85356506,37.51982908],[126.8534671,37.51983881],[126.85336845,37.5198417],[126.85326985,37.51983773],[126.85317207,37.51982693],[126.85307584,37.51980939],[126.85298189,37.51978523],[126.85289095,37.51975464],[126.8528037,37.51971785],[126.85272081,37.51967515],[126.85264291,37.51962685],[126.85257058,37.51957333],[126.85250439,37.51951499],[126.85244484,37.51945228],[126.85239237,37.51938568],[126.85234739,37.51931568],[126.85231024,37.51924283],[126.8522812,37.51916768],[126.8522605,37.5190908],[126.85224829,37.51901277],[126.85224466,37.51893419],[126.85224965,37.51885566],[126.85226321,37.51877778],[126.85228524,37.51870113],[126.85231557,37.5186263],[126.85235397,37.51855387],[126.85240016,37.51848437],[126.85245377,37.51841835],[126.8525144,37.5183563],[126.8525816,37.51829869],[126.85265484,37.51824597],[126.85273357,37.51819853],[126.85281719,37.51815674],[126.85290506,37.51812091],[126.85299652,37.51809132],[126.85309087,37.5180682],[126.85318739,37.5180517],[126.85328535,37.51804198],[126.853384,37.51803909],[126.85348259,37.51804306],[126.85358038,37.51805386],[126.8536766,37.5180714],[126.85377055,37.51809556],[126.85386149,37.51812615],[126.85394874,37.51816294],[126.85403163,37.51820564],[126.85410953,37.51825393],[126.85418185,37.51830745],[126.85424804,37.51836579],[126.8543076,37.5184285],[126.85436007,37.5184951],[126.85440505,37.5185651],[126.8544422,37.51863795],[126.85447124,37.5187131],[126.85449195,37.51878998],[126.85450416,37.51886801],[126.85450779,37.51894658]]]}"
104761,"2020058","1150010300","11500001  ",서울특별시 강서구1,서울특별시 강서구 화곡동(화곡사거리 부근),35,41,0,5,32,4,126.847551860000,37.530238300000,"{""type"":""Polygon"",""coordinates"":[[[126.84868359,37.53024455],[126.84867861,37.53032308],[126.84866504,37.53040097],[126.848643,37.53047761],[126.84861266,37.53055244],[126.84857425,37.53062487],[126.84852805,37.53069437],[126.84847443,37.53076039],[126.84841378,37.53082244],[126.84834657,37.53088004],[126.84827332,37.53093276],[126.84819457,37.53098019],[126.84811094,37.53102198],[126.84802304,37.5310578],[126.84793156,37.53108739],[126.8478372,37.53111051],[126.84774066,37.531127],[126.84764268,37.53113672],[126.84754401,37.53113961],[126.8474454,37.53113563],[126.84734761,37.53112483],[126.84725136,37.53110728],[126.84715741,37.53108311],[126.84706645,37.53105252],[126.84697919,37.53101573],[126.84689629,37.53097302],[126.84681838,37.53092472],[126.84674605,37.5308712],[126.84667985,37.53081286],[126.84662029,37.53075014],[126.84656782,37.53068354],[126.84652284,37.53061354],[126.84648569,37.53054069],[126.84645666,37.53046553],[126.84643596,37.53038865],[126.84642375,37.53031062],[126.84642013,37.53023205],[126.84642512,37.53015352],[126.84643869,37.53007563],[126.84646073,37.52999898],[126.84649107,37.52992416],[126.84652949,37.52985172],[126.84657569,37.52978223],[126.84662931,37.52971621],[126.84668996,37.52965416],[126.84675717,37.52959656],[126.84683042,37.52954384],[126.84690917,37.52949641],[126.8469928,37.52945462],[126.84708069,37.5294188],[126.84717217,37.52938922],[126.84726654,37.52936609],[126.84736307,37.52934961],[126.84746105,37.52933988],[126.84755971,37.529337],[126.84765832,37.52934097],[126.84775612,37.52935178],[126.84785236,37.52936933],[126.84794631,37.52939349],[126.84803726,37.52942409],[126.84812452,37.52946088],[126.84820742,37.52950358],[126.84828533,37.52955188],[126.84835766,37.5296054],[126.84842386,37.52966374],[126.84848342,37.52972646],[126.84853589,37.52979306],[126.84858087,37.52986306],[126.84861802,37.52993591],[126.84864706,37.53001106],[126.84866776,37.53008795],[126.84867997,37.53016597],[126.84868359,37.53024455]]]}"
104505,"2020058","1150010300","11500002  ",서울특별시 강서구2,서울특별시 강서구 화곡동(경암빌딩 부근),22,27,0,7,18,2,126.845872600000,37.533226350000,"{""type"":""Polygon"",""coordinates"":[[[126.84700438,37.53323261],[126.84699939,37.53331114],[126.84698582,37.53338903],[126.84696378,37.53346567],[126.84693344,37.5335405],[126.84689502,37.53361293],[126.84684882,37.53368242],[126.84679519,37.53374845],[126.84673454,37.53381049],[126.84666733,37.53386809],[126.84659407,37.53392081],[126.84651532,37.53396825],[126.84643168,37.53401003],[126.84634378,37.53404585],[126.8462523,37.53407544],[126.84615793,37.53409856],[126.84606138,37.53411505],[126.8459634,37.53412477],[126.84586473,37.53412765],[126.84576612,37.53412367],[126.84566832,37.53411287],[126.84557207,37.53409532],[126.84547811,37.53407115],[126.84538715,37.53404055],[126.84529989,37.53400376],[126.84521699,37.53396105],[126.84513907,37.53391275],[126.84506674,37.53385923],[126.84500055,37.53380089],[126.84494099,37.53373817],[126.84488852,37.53367157],[126.84484353,37.53360157],[126.84480638,37.53352872],[126.84477735,37.53345356],[126.84475665,37.53337668],[126.84474445,37.53329865],[126.84474083,37.53322007],[126.84474582,37.53314154],[126.84475939,37.53306366],[126.84478143,37.53298701],[126.84481178,37.53291219],[126.8448502,37.53283975],[126.8448964,37.53277026],[126.84495003,37.53270424],[126.84501068,37.5326422],[126.84507789,37.53258459],[126.84515115,37.53253188],[126.8452299,37.53248445],[126.84531354,37.53244266],[126.84540143,37.53240684],[126.84549292,37.53237726],[126.84558729,37.53235413],[126.84568383,37.53233765],[126.84578181,37.53232793],[126.84588048,37.53232505],[126.84597909,37.53232902],[126.84607688,37.53233983],[126.84617313,37.53235738],[126.84626709,37.53238154],[126.84635804,37.53241214],[126.8464453,37.53244893],[126.84652821,37.53249164],[126.84660612,37.53253994],[126.84667845,37.53259346],[126.84674465,37.5326518],[126.84680421,37.53271451],[126.84685668,37.53278112],[126.84690166,37.53285112],[126.84693881,37.53292397],[126.84696785,37.53299912],[126.84698855,37.53307601],[126.84700076,37.53315403],[126.84700438,37.53323261]]]}"
104507,"2020058","1150010300","11500003  ",서울특별시 강서구3,서울특별시 강서구 화곡동(목동사거리 부근),18,28,0,5,21,2,126.863654740000,37.532372420000,"{""type"":""Polygon"",""coordinates"":[[[126.8647865,37.53237851],[126.86478153,37.53245704],[126.86476798,37.53253493],[126.86474596,37.53261158],[126.86471563,37.53268641],[126.86467723,37.53275885],[126.86463105,37.53282835],[126.86457744,37.53289438],[126.8645168,37.53295644],[126.86444961,37.53301405],[126.86437636,37.53306678],[126.86429762,37.53311422],[126.86421399,37.53315602],[126.86412611,37.53319186],[126.86403463,37.53322145],[126.86394026,37.53324459],[126.86384373,37.53326109],[126.86374575,37.53327083],[126.86364708,37.53327372],[126.86354846,37.53326976],[126.86345066,37.53325897],[126.86335441,37.53324143],[126.86326045,37.53321728],[126.86316948,37.5331867],[126.86308221,37.53314992],[126.8629993,37.53310722],[126.86292138,37.53305894],[126.86284903,37.53300542],[126.86278282,37.53294709],[126.86272325,37.53288439],[126.86267076,37.53281779],[126.86262576,37.53274779],[126.8625886,37.53267495],[126.86255955,37.5325998],[126.86253883,37.53252292],[126.86252661,37.53244489],[126.86252297,37.53236631],[126.86252794,37.53228778],[126.86254149,37.5322099],[126.86256352,37.53213325],[126.86259384,37.53205842],[126.86263225,37.53198598],[126.86267843,37.53191648],[126.86273204,37.53185045],[126.86279268,37.53178839],[126.86285988,37.53173078],[126.86293312,37.53167806],[126.86301186,37.53163061],[126.86309549,37.53158881],[126.86318338,37.53155298],[126.86327485,37.53152338],[126.86336921,37.53150024],[126.86346575,37.53148375],[126.86356372,37.53147401],[126.86366239,37.53147111],[126.863761,37.53147507],[126.8638588,37.53148586],[126.86395505,37.5315034],[126.86404901,37.53152755],[126.86413998,37.53155813],[126.86422725,37.53159491],[126.86431016,37.53163761],[126.86438808,37.5316859],[126.86446042,37.53173941],[126.86452663,37.53179774],[126.86458621,37.53186044],[126.8646387,37.53192704],[126.8646837,37.53199703],[126.86472086,37.53206988],[126.86474992,37.53214503],[126.86477064,37.53222191],[126.86478286,37.53229993],[126.8647865,37.53237851]]]}"
104574,"2020058","1150010500","11500004  ",서울특별시 강서구4,서울특별시 강서구 마곡동(마곡역삼거리 부근),16,18,2,10,6,0,126.827265650000,37.559724610000,"{""type"":""Polygon"",""coordinates"":[[[126.82839782,37.55973105],[126.82839281,37.55980958],[126.82837922,37.55988747],[126.82835715,37.55996411],[126.82832678,37.56003893],[126.82828833,37.56011136],[126.82824209,37.56018084],[126.82818843,37.56024685],[126.82812774,37.56030889],[126.82806049,37.56036648],[126.82798719,37.56041919],[126.8279084,37.56046661],[126.82782472,37.56050838],[126.82773679,37.56054419],[126.82764526,37.56057376],[126.82755085,37.56059686],[126.82745427,37.56061333],[126.82735625,37.56062304],[126.82725754,37.5606259],[126.8271589,37.56062191],[126.82706107,37.56061109],[126.82696479,37.56059352],[126.8268708,37.56056934],[126.82677982,37.56053873],[126.82669254,37.56050193],[126.82660962,37.5604592],[126.82653169,37.56041089],[126.82645934,37.56035736],[126.82639314,37.56029901],[126.82633357,37.56023628],[126.8262811,37.56016967],[126.82623612,37.56009966],[126.82619898,37.5600268],[126.82616995,37.55995164],[126.82614927,37.55987476],[126.82613708,37.55979673],[126.82613348,37.55971815],[126.82613849,37.55963962],[126.82615209,37.55956174],[126.82617415,37.5594851],[126.82620453,37.55941028],[126.82624298,37.55933785],[126.82628922,37.55926837],[126.82634288,37.55920236],[126.82640357,37.55914032],[126.82647082,37.55908273],[126.82654412,37.55903003],[126.82662291,37.55898261],[126.82670659,37.55894084],[126.82679452,37.55890503],[126.82688604,37.55887546],[126.82698045,37.55885235],[126.82707703,37.55883589],[126.82717505,37.55882618],[126.82727375,37.55882331],[126.8273724,37.55882731],[126.82747023,37.55883813],[126.8275665,37.55885569],[126.82766048,37.55887987],[126.82775146,37.55891048],[126.82783875,37.55894729],[126.82792167,37.55899001],[126.8279996,37.55903832],[126.82807194,37.55909186],[126.82813815,37.55915021],[126.82819771,37.55921293],[126.82825018,37.55927954],[126.82829517,37.55934955],[126.82833231,37.55942241],[126.82836134,37.55949756],[126.82838203,37.55957445],[126.82839422,37.55965248],[126.82839782,37.55973105]]]}"
104259,"2020058","1150010400","11500005  ",서울특별시 강서구5,서울특별시 강서구 가양동(공항대로화곡로진출2 부근),16,48,0,15,23,10,126.852935080000,37.555595720000,"{""type"":""Polygon"",""coordinates"":[[[126.8540672,37.55560192],[126.85406221,37.55568045],[126.85404865,37.55575833],[126.85402661,37.55583498],[126.85399626,37.55590981],[126.85395784,37.55598225],[126.85391163,37.55605174],[126.85385799,37.55611776],[126.85379733,37.55617982],[126.8537301,37.55623742],[126.85365683,37.55629014],[126.85357806,37.55633758],[126.85349439,37.55637937],[126.85340647,37.5564152],[126.85331497,37.55644479],[126.85322057,37.55646792],[126.853124,37.55648441],[126.85302599,37.55649413],[126.85292729,37.55649702],[126.85282864,37.55649305],[126.85273081,37.55648225],[126.85263454,37.5564647],[126.85254055,37.55644054],[126.85244956,37.55640995],[126.85236227,37.55637317],[126.85227933,37.55633046],[126.85220139,37.55628217],[126.85212903,37.55622865],[126.85206281,37.55617031],[126.85200323,37.5561076],[126.85195074,37.55604099],[126.85190573,37.555971],[126.85186857,37.55589815],[126.85183952,37.555823],[126.85181881,37.55574611],[126.85180659,37.55566809],[126.85180296,37.55558951],[126.85180795,37.55551098],[126.85182152,37.5554331],[126.85184356,37.55535645],[126.85187391,37.55528162],[126.85191233,37.55520919],[126.85195854,37.55513969],[126.85201218,37.55507367],[126.85207285,37.55501162],[126.85214007,37.55495401],[126.85221335,37.55490129],[126.85229212,37.55485386],[126.85237578,37.55481207],[126.8524637,37.55477624],[126.8525552,37.55474665],[126.8526496,37.55472352],[126.85274617,37.55470703],[126.85284417,37.55469731],[126.85294287,37.55469442],[126.85304151,37.55469839],[126.85313934,37.55470919],[126.85323562,37.55472674],[126.85332961,37.5547509],[126.85342059,37.55478149],[126.85350788,37.55481827],[126.85359081,37.55486098],[126.85366875,37.55490927],[126.85374111,37.55496279],[126.85380733,37.55502113],[126.85386692,37.55508383],[126.85391941,37.55515044],[126.85396441,37.55522043],[126.85400158,37.55529328],[126.85403063,37.55536843],[126.85405135,37.55544532],[126.85406357,37.55552334],[126.8540672,37.55560192]]]}"
104277,"2020058","1150010300","11500006  ",서울특별시 강서구6,서울특별시 강서구 화곡동(소암빌딩 부근),16,19,0,5,13,1,126.851365820000,37.553775410000,"{""type"":""Polygon"",""coordinates"":[[[126.85249791,37.55378162],[126.85249292,37.55386015],[126.85247936,37.55393804],[126.85245732,37.55401469],[126.85242697,37.55408951],[126.85238854,37.55416195],[126.85234234,37.55423144],[126.8522887,37.55429747],[126.85222803,37.55435952],[126.85216081,37.55441712],[126.85208754,37.55446984],[126.85200877,37.55451728],[126.8519251,37.55455907],[126.85183719,37.55459489],[126.85174568,37.55462448],[126.85165128,37.55464761],[126.85155471,37.5546641],[126.85145671,37.55467382],[126.85135801,37.55467671],[126.85125937,37.55467274],[126.85116154,37.55466194],[126.85106526,37.55464439],[126.85097128,37.55462023],[126.85088029,37.55458964],[126.850793,37.55455285],[126.85071008,37.55451014],[126.85063214,37.55446185],[126.85055978,37.55440833],[126.85049356,37.55434999],[126.85043398,37.55428728],[126.85038149,37.55422067],[126.85033649,37.55415067],[126.85029933,37.55407782],[126.85027028,37.55400267],[126.85024957,37.55392579],[126.85023736,37.55384776],[126.85023373,37.55376919],[126.85023872,37.55369066],[126.85025229,37.55361277],[126.85027433,37.55353612],[126.85030468,37.5534613],[126.85034311,37.55338886],[126.85038931,37.55331937],[126.85044295,37.55325335],[126.85050362,37.5531913],[126.85057084,37.55313369],[126.85064412,37.55308097],[126.85072289,37.55303354],[126.85080655,37.55299175],[126.85089446,37.55295592],[126.85098597,37.55292634],[126.85108036,37.55290321],[126.85117693,37.55288672],[126.85127493,37.552877],[126.85137363,37.55287411],[126.85147227,37.55287808],[126.8515701,37.55288888],[126.85166637,37.55290643],[126.85176035,37.55293059],[126.85185134,37.55296118],[126.85193862,37.55299797],[126.85202155,37.55304067],[126.85209949,37.55308897],[126.85217184,37.55314249],[126.85223806,37.55320083],[126.85229765,37.55326354],[126.85235014,37.55333014],[126.85239514,37.55340014],[126.8524323,37.55347299],[126.85246135,37.55354814],[126.85248206,37.55362502],[126.85249428,37.55370305],[126.85249791,37.55378162]]]}"
